dataset,parameters,errorvalue
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.08286152992319017,hidden_size_0:40,recurrent_dropout_0:0.30235530043069764,dropout_1:0.1749190895028565,hidden_size_1:46,recurrent_dropout_1:0.19134211929500688,dropout_2:0.24052161264686167,hidden_size_2:18,recurrent_dropout_2:0.13228275791968788,learning_rate:5.190992827291672e-05,batch_size:32,optimizer_name:Adam,number_of_epochs:3,score:0.6051940321922302,Trial number:0
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.014978565586885529,hidden_size_0:37,recurrent_dropout_0:0.2365853208390817,dropout_1:0.2785074919867693,hidden_size_1:37,recurrent_dropout_1:0.014048351358807354,learning_rate:2.1640165061866814e-07,batch_size:32,optimizer_name:RMSprop,number_of_epochs:21,score:0.7569460272789001,Trial number:1
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.26815403345034655,hidden_size_0:43,recurrent_dropout_0:0.3718283225932111,dropout_1:0.02066060206364151,hidden_size_1:48,recurrent_dropout_1:0.11141405688184879,dropout_2:0.0837812943001012,hidden_size_2:34,recurrent_dropout_2:0.06852566139537788,learning_rate:3.74311631627372e-06,batch_size:32,optimizer_name:RMSprop,number_of_epochs:12,score:0.6927818059921265,Trial number:2
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.14176773946255367,hidden_size_0:66,recurrent_dropout_0:0.12927709147893748,learning_rate:0.0004463448357223757,batch_size:32,optimizer_name:Adam,number_of_epochs:38,score:0.08701179176568985,Trial number:3
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.05153085552595891,hidden_size_0:11,recurrent_dropout_0:0.0029622270432694275,dropout_1:0.36784639109085004,hidden_size_1:38,recurrent_dropout_1:0.20348360260390996,dropout_2:0.3956286628395746,hidden_size_2:89,recurrent_dropout_2:0.34518283657932713,learning_rate:0.02286833784694388,batch_size:32,optimizer_name:Adam,number_of_epochs:6,score:0.16716118156909943,Trial number:4
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.3219230525454579,hidden_size_0:15,recurrent_dropout_0:0.375323370910398,learning_rate:3.751440778162988e-05,batch_size:32,optimizer_name:RMSprop,number_of_epochs:19,score:0.72303706407547,Trial number:5
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.23234305240128134,hidden_size_0:55,recurrent_dropout_0:0.3912642557605586,learning_rate:0.033250646222683845,batch_size:32,optimizer_name:Adam,number_of_epochs:6,score:0.041302889585494995,Trial number:6
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.2542339187220637,hidden_size_0:42,recurrent_dropout_0:0.3341038389896447,learning_rate:5.5873006623847e-07,batch_size:32,optimizer_name:Adam,number_of_epochs:24,score:0.709100604057312,Trial number:7
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.31796516667778457,hidden_size_0:98,recurrent_dropout_0:0.1555210845620354,dropout_1:0.3338565801156694,hidden_size_1:17,recurrent_dropout_1:0.04239344919887285,learning_rate:1.6574176253634572e-07,batch_size:32,optimizer_name:Adam,number_of_epochs:27,score:0.7936477661132812,Trial number:8
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.24896547278150744,hidden_size_0:85,recurrent_dropout_0:0.16518742902257513,learning_rate:2.431954214046187e-07,batch_size:32,optimizer_name:RMSprop,number_of_epochs:32,score:0.7681071162223816,Trial number:9
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.3836101468206169,hidden_size_0:67,recurrent_dropout_0:0.25573495555612535,dropout_1:0.002189148147355102,hidden_size_1:98,recurrent_dropout_1:0.39966607727019265,learning_rate:0.04413693376212848,batch_size:32,optimizer_name:Adam,number_of_epochs:13,score:0.12855318188667297,Trial number:10
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.1256792073138149,hidden_size_0:67,recurrent_dropout_0:0.09101140531028384,learning_rate:0.001515787176984144,batch_size:32,optimizer_name:Adam,number_of_epochs:39,score:0.08390630036592484,Trial number:11
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.16882770424559534,hidden_size_0:67,recurrent_dropout_0:0.06151079979953683,learning_rate:0.002796260163939903,batch_size:32,optimizer_name:Adam,number_of_epochs:37,score:0.09205974638462067,Trial number:12
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.12247215944662865,hidden_size_0:57,recurrent_dropout_0:0.0785270912084198,learning_rate:0.003110463131274503,batch_size:32,optimizer_name:Adam,number_of_epochs:9,score:0.03989227116107941,Trial number:13
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.1882077591142269,hidden_size_0:25,recurrent_dropout_0:0.015330355226407244,dropout_1:0.15246795305950778,hidden_size_1:91,recurrent_dropout_1:0.37191095140239044,learning_rate:0.006768263846191456,batch_size:32,optimizer_name:Adam,number_of_epochs:9,score:0.05074039101600647,Trial number:14
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.09389729936568461,hidden_size_0:54,recurrent_dropout_0:0.22670242679437788,learning_rate:0.0005495628661163226,batch_size:32,optimizer_name:Adam,number_of_epochs:2,score:0.11041172593832016,Trial number:15
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.21306040460223719,hidden_size_0:81,recurrent_dropout_0:0.28446740869302706,dropout_1:0.10448508791798877,hidden_size_1:1,recurrent_dropout_1:0.29542311743060273,learning_rate:0.00940428955620508,batch_size:32,optimizer_name:Adam,number_of_epochs:16,score:0.2782450318336487,Trial number:16
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.20181329373429643,hidden_size_0:56,recurrent_dropout_0:0.18823931042634412,learning_rate:0.00015807527143098368,batch_size:32,optimizer_name:Adam,number_of_epochs:8,score:0.6704686880111694,Trial number:17
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.0026549417796769142,hidden_size_0:28,recurrent_dropout_0:0.07304083048648845,dropout_1:0.2745110120376419,hidden_size_1:79,recurrent_dropout_1:0.2481136295834292,learning_rate:8.836566709578436e-06,batch_size:32,optimizer_name:RMSprop,number_of_epochs:2,score:0.7759332656860352,Trial number:18
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.14991991870332647,hidden_size_0:1,recurrent_dropout_0:0.1161550015971783,learning_rate:0.009642834610817766,batch_size:32,optimizer_name:Adam,number_of_epochs:12,score:0.2318897247314453,Trial number:19
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.10748677991306005,hidden_size_0:82,recurrent_dropout_0:0.39883898697123343,dropout_1:0.08913006548251885,hidden_size_1:69,recurrent_dropout_1:0.11252504383785666,learning_rate:0.04944753122175002,batch_size:32,optimizer_name:Adam,number_of_epochs:6,score:0.20020881295204163,Trial number:20
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.1821952711942247,hidden_size_0:29,recurrent_dropout_0:0.0012375349386357839,dropout_1:0.1800281241171925,hidden_size_1:100,recurrent_dropout_1:0.3935659024496806,learning_rate:0.0054214446319667655,batch_size:32,optimizer_name:Adam,number_of_epochs:9,score:0.09692294895648956,Trial number:21
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.22209215900040544,hidden_size_0:52,recurrent_dropout_0:0.026522522378667587,learning_rate:0.0012279973459762305,batch_size:32,optimizer_name:Adam,number_of_epochs:15,score:0.07444475591182709,Trial number:22
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.2861822003860388,hidden_size_0:61,recurrent_dropout_0:0.04516797654541099,dropout_1:0.1123003799511858,hidden_size_1:70,recurrent_dropout_1:0.32025032143970067,learning_rate:0.01392384022973701,batch_size:32,optimizer_name:Adam,number_of_epochs:9,score:0.09103359282016754,Trial number:23
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.06325647909822713,hidden_size_0:26,recurrent_dropout_0:0.09178309250068839,dropout_1:0.23277457026039666,hidden_size_1:82,recurrent_dropout_1:0.3234706802048438,dropout_2:0.007640780134983871,hidden_size_2:96,recurrent_dropout_2:0.36293528177479334,learning_rate:0.003520578052520696,batch_size:32,optimizer_name:Adam,number_of_epochs:6,score:0.07920445501804352,Trial number:24
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.17437699446257088,hidden_size_0:47,recurrent_dropout_0:0.04862992022131788,learning_rate:0.0003062478025781166,batch_size:32,optimizer_name:Adam,number_of_epochs:18,score:0.40945833921432495,Trial number:25
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.22690061590811586,hidden_size_0:75,recurrent_dropout_0:0.11860984633860427,dropout_1:0.146355126694128,hidden_size_1:63,recurrent_dropout_1:0.25591791060225716,learning_rate:0.001282093476490237,batch_size:32,optimizer_name:RMSprop,number_of_epochs:1,score:0.1315968632698059,Trial number:26
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.30023972232232543,hidden_size_0:34,recurrent_dropout_0:0.029049794335901324,learning_rate:0.020683195271980117,batch_size:32,optimizer_name:Adam,number_of_epochs:11,score:0.09285888075828552,Trial number:27
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.3569133381761759,hidden_size_0:16,recurrent_dropout_0:0.19590377661780403,dropout_1:0.053131692162507876,hidden_size_1:87,recurrent_dropout_1:0.35542339266482714,learning_rate:0.005021792884153584,batch_size:32,optimizer_name:Adam,number_of_epochs:5,score:0.06661313772201538,Trial number:28
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.12129628930933148,hidden_size_0:47,recurrent_dropout_0:0.3246863212078252,dropout_1:0.21696876397234133,hidden_size_1:22,recurrent_dropout_1:0.14302913916526014,dropout_2:0.38264785801891554,hidden_size_2:61,recurrent_dropout_2:0.23042605126204552,learning_rate:0.00011204841008410187,batch_size:32,optimizer_name:Adam,number_of_epochs:14,score:0.6890364289283752,Trial number:29
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.07010690844507927,hidden_size_0:21,recurrent_dropout_0:0.08323339115821925,dropout_1:0.39335591460071584,hidden_size_1:61,recurrent_dropout_1:0.2637962773502275,dropout_2:0.23284076440324955,hidden_size_2:1,recurrent_dropout_2:0.02144526773226868,learning_rate:2.8771262621533996e-05,batch_size:32,optimizer_name:Adam,number_of_epochs:4,score:0.7224311828613281,Trial number:30
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.390800891290824,hidden_size_0:1,recurrent_dropout_0:0.20226185057199944,dropout_1:0.05396547400963064,hidden_size_1:86,recurrent_dropout_1:0.35706345419542135,learning_rate:0.006027803493904278,batch_size:32,optimizer_name:Adam,number_of_epochs:4,score:0.17008712887763977,Trial number:31
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.14816560578713772,hidden_size_0:12,recurrent_dropout_0:0.2737920544943255,dropout_1:0.05204854624065053,hidden_size_1:90,recurrent_dropout_1:0.35009448251264763,learning_rate:0.003282891140314901,batch_size:32,optimizer_name:Adam,number_of_epochs:9,score:0.039275873452425,Trial number:32
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.037505923295498705,hidden_size_0:7,recurrent_dropout_0:0.28768542244363104,dropout_1:0.1415241292962589,hidden_size_1:90,recurrent_dropout_1:0.35875933140309013,learning_rate:0.0018933793411296212,batch_size:32,optimizer_name:Adam,number_of_epochs:9,score:0.03708138316869736,Trial number:33
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.03962156417549735,hidden_size_0:37,recurrent_dropout_0:0.2841468646527927,dropout_1:0.06562609157721869,hidden_size_1:75,recurrent_dropout_1:0.30812066328379695,learning_rate:0.0006528946387557427,batch_size:32,optimizer_name:RMSprop,number_of_epochs:11,score:0.11300187557935715,Trial number:34
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.028576455713919202,hidden_size_0:8,recurrent_dropout_0:0.2573848230441496,dropout_1:0.12977556542084245,hidden_size_1:58,recurrent_dropout_1:0.20645148433969496,dropout_2:0.13105869669801648,hidden_size_2:61,recurrent_dropout_2:0.23694608808672574,learning_rate:0.0022242477971487046,batch_size:32,optimizer_name:Adam,number_of_epochs:22,score:0.05494679510593414,Trial number:35
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.14834944230833924,hidden_size_0:58,recurrent_dropout_0:0.33982929643942733,learning_rate:0.025337793185150805,batch_size:32,optimizer_name:Adam,number_of_epochs:17,score:0.05872149392962456,Trial number:36
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.08482290418010194,hidden_size_0:10,recurrent_dropout_0:0.3616145895462168,learning_rate:0.0002038450332564577,batch_size:32,optimizer_name:RMSprop,number_of_epochs:7,score:0.7080129981040955,Trial number:37
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.10378413911582512,hidden_size_0:46,recurrent_dropout_0:0.2970597600515297,dropout_1:0.0381750706979211,hidden_size_1:94,recurrent_dropout_1:0.344616939553649,learning_rate:0.015857813348664117,batch_size:32,optimizer_name:Adam,number_of_epochs:10,score:0.07828138023614883,Trial number:38
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.1309361320177777,hidden_size_0:18,recurrent_dropout_0:0.3107924940545579,learning_rate:0.0007828459737051464,batch_size:32,optimizer_name:Adam,number_of_epochs:26,score:0.5669705867767334,Trial number:39
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.24264033827995765,hidden_size_0:74,recurrent_dropout_0:0.2323196794038259,dropout_1:0.08010193813704455,hidden_size_1:72,recurrent_dropout_1:0.29162222494771206,dropout_2:0.2994228472187819,hidden_size_2:44,recurrent_dropout_2:0.167905911096091,learning_rate:6.831118131479532e-05,batch_size:32,optimizer_name:RMSprop,number_of_epochs:20,score:0.5499173402786255,Trial number:40
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.1932090712026051,hidden_size_0:6,recurrent_dropout_0:0.2545932735805815,dropout_1:0.15309906796070308,hidden_size_1:89,recurrent_dropout_1:0.3712658931312434,learning_rate:0.008648309437280042,batch_size:32,optimizer_name:Adam,number_of_epochs:8,score:0.056749530136585236,Trial number:41
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.16479878847682264,hidden_size_0:22,recurrent_dropout_0:0.36155111599028755,dropout_1:0.24802166278340518,hidden_size_1:91,recurrent_dropout_1:0.37359715978592595,learning_rate:0.002542203950444798,batch_size:32,optimizer_name:Adam,number_of_epochs:13,score:0.06384837627410889,Trial number:42
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.1541233985692862,hidden_size_0:12,recurrent_dropout_0:0.39243483401917517,dropout_1:0.19275552058648102,hidden_size_1:79,recurrent_dropout_1:0.3379347502875157,learning_rate:0.023188653604734304,batch_size:32,optimizer_name:Adam,number_of_epochs:3,score:0.14436650276184082,Trial number:43
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.19183385832388186,hidden_size_0:61,recurrent_dropout_0:0.14753994400513148,dropout_1:0.12930698026551152,hidden_size_1:100,recurrent_dropout_1:0.26970470143675795,learning_rate:0.032805695882676934,batch_size:32,optimizer_name:Adam,number_of_epochs:10,score:0.06790217757225037,Trial number:44
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.26890909825414794,hidden_size_0:33,recurrent_dropout_0:0.022655214066440485,dropout_1:0.1565743040986069,hidden_size_1:83,recurrent_dropout_1:0.3983478865932035,learning_rate:0.0046327997856574895,batch_size:32,optimizer_name:Adam,number_of_epochs:7,score:0.06566429138183594,Trial number:45
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.2303198210662387,hidden_size_0:5,recurrent_dropout_0:0.3451563610379383,learning_rate:0.0015277456342974506,batch_size:32,optimizer_name:Adam,number_of_epochs:14,score:0.6182469129562378,Trial number:46
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.20801463872430948,hidden_size_0:13,recurrent_dropout_0:0.21478396644668318,dropout_1:0.17765704517385497,hidden_size_1:55,recurrent_dropout_1:0.23416538013979996,learning_rate:0.011154225806546033,batch_size:32,optimizer_name:Adam,number_of_epochs:5,score:0.06252267956733704,Trial number:47
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.023234917968483225,hidden_size_0:42,recurrent_dropout_0:0.17620994024828596,learning_rate:6.014228158121412e-07,batch_size:32,optimizer_name:Adam,number_of_epochs:34,score:0.7508499622344971,Trial number:48
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.11659403839521254,hidden_size_0:38,recurrent_dropout_0:0.26418567449431085,learning_rate:0.0003733074627525549,batch_size:32,optimizer_name:Adam,number_of_epochs:12,score:0.36007463932037354,Trial number:49
6: trial.number;Parameters;number_of_layers:1,dropout_0:0.058576369731059334,hidden_size_0:82,recurrent_dropout_0:0.3418384839600767,learning_rate:0.00864161529731514,batch_size:32,optimizer_name:Adam,number_of_epochs:26,score:0.09844526648521423,Trial number:0
6: trial.number;Parameters;number_of_layers:2,dropout_0:0.31253783151631653,hidden_size_0:19,recurrent_dropout_0:0.17203790213897296,dropout_1:0.26979499793480044,hidden_size_1:68,recurrent_dropout_1:0.392380644549587,learning_rate:1.2625416505927537e-06,batch_size:32,optimizer_name:Adam,number_of_epochs:30,score:0.47494107484817505,Trial number:1
6: trial.number;Parameters;number_of_layers:3,dropout_0:0.1567658758382006,hidden_size_0:76,recurrent_dropout_0:0.22103332554578523,dropout_1:0.16539829506759585,hidden_size_1:71,recurrent_dropout_1:0.13184133322691083,dropout_2:0.12718975757220471,hidden_size_2:8,recurrent_dropout_2:0.12902010180707177,learning_rate:0.00011615742164680165,batch_size:32,optimizer_name:Adam,number_of_epochs:40,score:0.08054481446743011,Trial number:2
6: trial.number;Parameters;number_of_layers:2,dropout_0:0.3789020170525803,hidden_size_0:82,recurrent_dropout_0:0.24012636130670148,dropout_1:0.017792771733492564,hidden_size_1:85,recurrent_dropout_1:0.08156592608385349,learning_rate:0.00012395792965552203,batch_size:32,optimizer_name:RMSprop,number_of_epochs:40,score:0.08441862463951111,Trial number:3
6: trial.number;Parameters;number_of_layers:1,dropout_0:0.373635506679338,hidden_size_0:83,recurrent_dropout_0:0.06569239603369069,learning_rate:1.0042879051013466e-06,batch_size:32,optimizer_name:Adam,number_of_epochs:16,score:0.4978261888027191,Trial number:4
6: trial.number;Parameters;number_of_layers:3,dropout_0:0.12184321065175677,hidden_size_0:25,recurrent_dropout_0:0.041247495742510326,dropout_1:0.18234977106310654,hidden_size_1:73,recurrent_dropout_1:0.2920074288854398,dropout_2:0.14348945536944754,hidden_size_2:46,recurrent_dropout_2:0.2939081622710928,learning_rate:0.00026777307971998003,batch_size:32,optimizer_name:Adam,number_of_epochs:18,score:0.1095174252986908,Trial number:5
6: trial.number;Parameters;number_of_layers:2,dropout_0:0.08093465530480165,hidden_size_0:2,recurrent_dropout_0:0.0752795508190367,dropout_1:0.1135637826946137,hidden_size_1:64,recurrent_dropout_1:0.06880441771677717,learning_rate:6.845996228270712e-06,batch_size:32,optimizer_name:Adam,number_of_epochs:17,score:0.4704400897026062,Trial number:6
6: trial.number;Parameters;number_of_layers:2,dropout_0:0.2618256484423331,hidden_size_0:75,recurrent_dropout_0:0.2120101200194081,dropout_1:0.2561879315634134,hidden_size_1:6,recurrent_dropout_1:0.3327664860703318,learning_rate:0.0004978744238487093,batch_size:32,optimizer_name:RMSprop,number_of_epochs:6,score:0.09602127224206924,Trial number:7
6: trial.number;Parameters;number_of_layers:1,dropout_0:0.11617898046028673,hidden_size_0:69,recurrent_dropout_0:0.12705961698636822,learning_rate:0.006999262898157966,batch_size:32,optimizer_name:RMSprop,number_of_epochs:10,score:0.09692755341529846,Trial number:8
6: trial.number;Parameters;number_of_layers:2,dropout_0:0.04813119356444702,hidden_size_0:26,recurrent_dropout_0:0.3077153451524384,dropout_1:0.32393855331846444,hidden_size_1:26,recurrent_dropout_1:0.38356346171024147,learning_rate:7.3419097457284086e-06,batch_size:32,optimizer_name:RMSprop,number_of_epochs:2,score:0.47727978229522705,Trial number:9
6: trial.number;Parameters;number_of_layers:3,dropout_0:0.1916670287870265,hidden_size_0:100,recurrent_dropout_0:0.39868790569463386,dropout_1:0.3977048714677949,hidden_size_1:99,recurrent_dropout_1:0.193082062339073,dropout_2:0.008788794564237465,hidden_size_2:3,recurrent_dropout_2:0.06680902661750909,learning_rate:1.7624878048010123e-05,batch_size:32,optimizer_name:Adam,number_of_epochs:40,score:0.49726295471191406,Trial number:10
6: trial.number;Parameters;number_of_layers:3,dropout_0:0.20290270141044978,hidden_size_0:56,recurrent_dropout_0:0.24742569731258984,dropout_1:0.031658489834337625,hidden_size_1:97,recurrent_dropout_1:0.06492918982669034,dropout_2:0.3963374040748132,hidden_size_2:3,recurrent_dropout_2:0.10373016702094798,learning_rate:0.00013589610090416655,batch_size:32,optimizer_name:RMSprop,number_of_epochs:39,score:0.2980641722679138,Trial number:11
6: trial.number;Parameters;number_of_layers:3,dropout_0:0.3973884355082207,hidden_size_0:99,recurrent_dropout_0:0.27143919363938673,dropout_1:0.007833976926475696,hidden_size_1:84,recurrent_dropout_1:0.15269136618794588,dropout_2:0.1749905544333935,hidden_size_2:89,recurrent_dropout_2:0.21819676077158529,learning_rate:0.0025453189196556073,batch_size:32,optimizer_name:RMSprop,number_of_epochs:32,score:0.13253024220466614,Trial number:12
