dataset,parameters,errorvalue
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.3798338533330704,hidden_size_0:2,recurrent_dropout_0:0.2433869496908269,dropout_1:0.14160394823799782,hidden_size_1:19,recurrent_dropout_1:0.12785399920137083,learning_rate:0.035637562265407784,batch_size:32,optimizer_name:RMSprop,number_of_epochs:33,score:0.03588462993502617,Trial number:0
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.3494671217091267,hidden_size_0:61,recurrent_dropout_0:0.1074184994568554,dropout_1:0.36960750954827554,hidden_size_1:95,recurrent_dropout_1:0.3219481611568571,dropout_2:0.30867941319971226,hidden_size_2:75,recurrent_dropout_2:0.3401786361553899,learning_rate:9.078545854050107e-05,batch_size:32,optimizer_name:RMSprop,number_of_epochs:19,score:0.0363149493932724,Trial number:1
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.14051062889584828,hidden_size_0:90,recurrent_dropout_0:0.02703432436800353,dropout_1:0.17659526797038289,hidden_size_1:48,recurrent_dropout_1:0.3535291580728191,dropout_2:0.31414197493241147,hidden_size_2:34,recurrent_dropout_2:0.3084992813442234,learning_rate:7.881601787915933e-07,batch_size:32,optimizer_name:Adam,number_of_epochs:31,score:0.16203036904335022,Trial number:2
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.25791745508341163,hidden_size_0:69,recurrent_dropout_0:0.002533736501841011,learning_rate:0.003166568391409623,batch_size:32,optimizer_name:RMSprop,number_of_epochs:8,score:0.03680197149515152,Trial number:3
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.2075410200189133,hidden_size_0:93,recurrent_dropout_0:0.35653057247118053,dropout_1:0.22202800059669553,hidden_size_1:70,recurrent_dropout_1:0.24327804222293398,dropout_2:0.022527615775084133,hidden_size_2:16,recurrent_dropout_2:0.08678692698814716,learning_rate:1.2621935335694318e-05,batch_size:32,optimizer_name:RMSprop,number_of_epochs:33,score:0.041070785373449326,Trial number:4
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.08540012468644327,hidden_size_0:78,recurrent_dropout_0:0.38323468720771037,dropout_1:0.0044761558611932095,hidden_size_1:39,recurrent_dropout_1:0.19941065058313293,learning_rate:1.9102488063919206e-05,batch_size:32,optimizer_name:Adam,number_of_epochs:40,score:0.16944420337677002,Trial number:5
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.0894209804437077,hidden_size_0:28,recurrent_dropout_0:0.13618857115046054,dropout_1:0.38800740284299456,hidden_size_1:35,recurrent_dropout_1:0.21762743074092664,learning_rate:3.2657848633890145e-07,batch_size:32,optimizer_name:Adam,number_of_epochs:31,score:0.17652031779289246,Trial number:6
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.30098570934517643,hidden_size_0:40,recurrent_dropout_0:0.019973098390028143,dropout_1:0.19760725131000256,hidden_size_1:58,recurrent_dropout_1:0.06037684981131411,dropout_2:0.23203340917793203,hidden_size_2:95,recurrent_dropout_2:0.22791374909878237,learning_rate:0.0005411404574095543,batch_size:32,optimizer_name:Adam,number_of_epochs:3,score:0.036702658981084824,Trial number:7
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.3098605476153185,hidden_size_0:13,recurrent_dropout_0:0.09221494812505822,dropout_1:0.09741531120989709,hidden_size_1:31,recurrent_dropout_1:0.09710713674830052,learning_rate:8.459481369561434e-07,batch_size:32,optimizer_name:Adam,number_of_epochs:29,score:0.1772994101047516,Trial number:8
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.17553338882542874,hidden_size_0:43,recurrent_dropout_0:0.07260947098603775,dropout_1:0.02332501346308056,hidden_size_1:4,recurrent_dropout_1:0.21233839879918973,learning_rate:8.91408361668021e-05,batch_size:32,optimizer_name:Adam,number_of_epochs:40,score:0.1435403823852539,Trial number:9
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.394557112889951,hidden_size_0:4,recurrent_dropout_0:0.26196141445198556,learning_rate:0.048753095890129064,batch_size:32,optimizer_name:RMSprop,number_of_epochs:18,score:0.049324702471494675,Trial number:10
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.3991739599282246,hidden_size_0:60,recurrent_dropout_0:0.21697310959566019,dropout_1:0.399092725076611,hidden_size_1:96,recurrent_dropout_1:0.38662153455548104,dropout_2:0.38317275868329237,hidden_size_2:84,recurrent_dropout_2:0.3960198300835168,learning_rate:0.03993393746046976,batch_size:32,optimizer_name:RMSprop,number_of_epochs:18,score:0.13313990831375122,Trial number:11
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.32965074486167223,hidden_size_0:25,recurrent_dropout_0:0.27963093312630927,learning_rate:0.0027650061927396315,batch_size:32,optimizer_name:RMSprop,number_of_epochs:24,score:0.036128200590610504,Trial number:12
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.2568546192693669,hidden_size_0:23,recurrent_dropout_0:0.29748744889312095,learning_rate:0.006153305892435696,batch_size:32,optimizer_name:RMSprop,number_of_epochs:25,score:0.0475442111492157,Trial number:13
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.3461964719595112,hidden_size_0:2,recurrent_dropout_0:0.19072512878708925,learning_rate:0.003909500374594865,batch_size:32,optimizer_name:RMSprop,number_of_epochs:24,score:0.036493368446826935,Trial number:14
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.011756318916780917,hidden_size_0:23,recurrent_dropout_0:0.30013180316658433,learning_rate:0.0008481515829925847,batch_size:32,optimizer_name:RMSprop,number_of_epochs:13,score:0.036200135946273804,Trial number:15
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.3516176628875969,hidden_size_0:33,recurrent_dropout_0:0.19909474232157667,dropout_1:0.27827482084415117,hidden_size_1:1,recurrent_dropout_1:0.0004804889745065599,learning_rate:0.01031647742044121,batch_size:32,optimizer_name:RMSprop,number_of_epochs:36,score:0.03646137937903404,Trial number:16
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.2645558072271767,hidden_size_0:15,recurrent_dropout_0:0.26632112275986103,learning_rate:0.0004695867061840953,batch_size:32,optimizer_name:RMSprop,number_of_epochs:25,score:0.08989518880844116,Trial number:17
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.3086811540535122,hidden_size_0:10,recurrent_dropout_0:0.3383485541737832,dropout_1:0.09973239416643273,hidden_size_1:20,recurrent_dropout_1:0.13699890340179874,learning_rate:0.01688386394640734,batch_size:32,optimizer_name:RMSprop,number_of_epochs:14,score:0.03589584305882454,Trial number:18
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.22060818304246596,hidden_size_0:10,recurrent_dropout_0:0.3424107392447541,dropout_1:0.10936801813902583,hidden_size_1:20,recurrent_dropout_1:0.1230807234819051,learning_rate:0.02011876005567431,batch_size:32,optimizer_name:RMSprop,number_of_epochs:12,score:0.043126288801431656,Trial number:19
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.29300211740170795,hidden_size_0:1,recurrent_dropout_0:0.32871953734816517,dropout_1:0.11188103524798998,hidden_size_1:19,recurrent_dropout_1:0.14673672549921282,learning_rate:0.00109626883704346,batch_size:32,optimizer_name:RMSprop,number_of_epochs:13,score:0.03649068623781204,Trial number:20
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.3620175451586882,hidden_size_0:19,recurrent_dropout_0:0.24149848998337356,dropout_1:0.07522643537812887,hidden_size_1:14,recurrent_dropout_1:0.04624533743037709,learning_rate:0.00909183483226478,batch_size:32,optimizer_name:RMSprop,number_of_epochs:23,score:0.04322841018438339,Trial number:21
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.3211312663407161,hidden_size_0:34,recurrent_dropout_0:0.1587137768147403,dropout_1:0.15904851942376166,hidden_size_1:25,recurrent_dropout_1:0.16540173650752668,learning_rate:0.0021143966281476725,batch_size:32,optimizer_name:RMSprop,number_of_epochs:28,score:0.036817073822021484,Trial number:22
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.3756151810984093,hidden_size_0:10,recurrent_dropout_0:0.3925682865614043,learning_rate:0.01903591613662141,batch_size:32,optimizer_name:RMSprop,number_of_epochs:36,score:0.04180194437503815,Trial number:23
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.32626239485183123,hidden_size_0:49,recurrent_dropout_0:0.3004490006455639,learning_rate:0.0002634634072980908,batch_size:32,optimizer_name:RMSprop,number_of_epochs:8,score:0.05765281245112419,Trial number:24
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.2845975894807816,hidden_size_0:8,recurrent_dropout_0:0.23563725384456585,dropout_1:0.2559697931469654,hidden_size_1:68,recurrent_dropout_1:0.2698087503117296,learning_rate:0.017425589673342803,batch_size:32,optimizer_name:RMSprop,number_of_epochs:16,score:0.289211630821228,Trial number:25
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.2342875844563368,hidden_size_0:21,recurrent_dropout_0:0.2823072043467008,dropout_1:0.05553826500537637,hidden_size_1:45,recurrent_dropout_1:0.0878484865511428,learning_rate:0.001918752303683484,batch_size:32,optimizer_name:RMSprop,number_of_epochs:21,score:0.0368805006146431,Trial number:26
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.37859913145479274,hidden_size_0:15,recurrent_dropout_0:0.31721636925770147,dropout_1:0.1355913531399653,hidden_size_1:13,recurrent_dropout_1:0.16819878766491386,dropout_2:0.04664059747965457,hidden_size_2:54,recurrent_dropout_2:0.0018647668764040781,learning_rate:0.04697444869698759,batch_size:32,optimizer_name:RMSprop,number_of_epochs:27,score:0.06303073465824127,Trial number:27
2: trial.number;Parameters;number_of_layers:1,dropout_0:0.33155630762484767,hidden_size_0:26,recurrent_dropout_0:0.36518683627877824,learning_rate:0.006585429843883836,batch_size:32,optimizer_name:RMSprop,number_of_epochs:7,score:0.03703950345516205,Trial number:28
2: trial.number;Parameters;number_of_layers:3,dropout_0:0.17436826095078564,hidden_size_0:31,recurrent_dropout_0:0.18251234439348046,dropout_1:0.05245335066813242,hidden_size_1:9,recurrent_dropout_1:0.029930175690550537,dropout_2:0.13955245024729884,hidden_size_2:1,recurrent_dropout_2:0.15422290373411388,learning_rate:2.213431867379761e-05,batch_size:32,optimizer_name:RMSprop,number_of_epochs:21,score:0.17434161901474,Trial number:29
2: trial.number;Parameters;number_of_layers:2,dropout_0:0.3572166799569065,hidden_size_0:50,recurrent_dropout_0:0.24214539174202337,dropout_1:0.2942852518786506,hidden_size_1:27,recurrent_dropout_1:0.12021689655875481,learning_rate:0.00013487939656949924,batch_size:32,optimizer_name:RMSprop,number_of_epochs:16,score:0.0639597624540329,Trial number:30
